Year,Month,Base/Project,LOBGroup,CostCategory,PlanRate
2021,8,Project,LOB_Group_4,Cost_Category_9,18814.82
2021,8,Base,LOB_Group_4,Cost_Category_10,10742.67
2021,8,Base,LOB_Group_4,Cost_Category_11,13769.2
2021,8,Project,LOB_Group_4,Cost_Category_12,74556.24
2021,8,Base,LOB_Group_4,Cost_Category_13,90104.93
2021,8,Base,LOB_Group_4,Cost_Category_14,41514.24
2021,8,Project,LOB_Group_4,Cost_Category_15,67955.8
2021,8,Project,LOB_Group_4,Cost_Category_16,56611.35
2021,8,Project,LOB_Group_5,Cost_Category_1,97917.24
2021,8,Base,LOB_Group_5,Cost_Category_2,55474.66
2021,8,Base,LOB_Group_5,Cost_Category_3,7089.6
2021,8,Project,LOB_Group_5,Cost_Category_4,67898.93
2021,8,Base,LOB_Group_5,Cost_Category_5,45202.0
2021,8,Project,LOB_Group_5,Cost_Category_6,95391.24
2021,8,Base,LOB_Group_5,Cost_Category_7,8592.5
2021,8,Project,LOB_Group_5,Cost_Category_8,51630.29
2021,8,Project,LOB_Group_5,Cost_Category_9,80098.87
2021,8,Project,LOB_Group_5,Cost_Category_10,17884.09
2021,8,Project,LOB_Group_5,Cost_Category_11,11996.88
2021,8,Project,LOB_Group_5,Cost_Category_12,22216.03
2021,8,Base,LOB_Group_5,Cost_Category_13,41849.21
2021,8,Base,LOB_Group_5,Cost_Category_14,53416.25
2021,8,Base,LOB_Group_5,Cost_Category_15,12669.87
2021,8,Project,LOB_Group_5,Cost_Category_16,3279.02
2021,8,Project,LOB_Group_6,Cost_Category_1,61227.31
2021,8,Project,LOB_Group_6,Cost_Category_2,11940.72
2021,8,Project,LOB_Group_6,Cost_Category_3,81458.1
2021,8,Base,LOB_Group_6,Cost_Category_4,75577.07
2021,8,Project,LOB_Group_6,Cost_Category_5,26793.74
2021,8,Project,LOB_Group_6,Cost_Category_6,90870.98
2021,8,Base,LOB_Group_6,Cost_Category_7,85857.31
2021,8,Base,LOB_Group_6,Cost_Category_8,72591.15
2021,8,Project,LOB_Group_6,Cost_Category_9,73685.08
2021,8,Project,LOB_Group_6,Cost_Category_10,13881.19
2021,8,Base,LOB_Group_6,Cost_Category_11,74476.38
2021,8,Base,LOB_Group_6,Cost_Category_12,33615.08
2021,8,Base,LOB_Group_6,Cost_Category_13,33477.46
2021,8,Project,LOB_Group_6,Cost_Category_14,5199.72
2021,8,Project,LOB_Group_6,Cost_Category_15,90273.77
2021,8,Base,LOB_Group_6,Cost_Category_16,7295.49
2021,8,Base,LOB_Group_7,Cost_Category_1,75317.02
2021,8,Project,LOB_Group_7,Cost_Category_2,53493.31
2021,8,Project,LOB_Group_7,Cost_Category_3,58710.67
2021,8,Project,LOB_Group_7,Cost_Category_4,32436.6
2021,8,Project,LOB_Group_7,Cost_Category_5,1695.29
2021,8,Project,LOB_Group_7,Cost_Category_6,70481.21
2021,8,Project,LOB_Group_7,Cost_Category_7,37914.69
2021,8,Base,LOB_Group_7,Cost_Category_8,60522.12
2021,8,Base,LOB_Group_7,Cost_Category_9,86343.43
2021,8,Project,LOB_Group_7,Cost_Category_10,72508.55
2021,8,Project,LOB_Group_7,Cost_Category_11,67484.51
2021,8,Project,LOB_Group_7,Cost_Category_12,80829.57
2021,8,Base,LOB_Group_7,Cost_Category_13,6569.68
2021,8,Project,LOB_Group_7,Cost_Category_14,35333.16
2021,8,Project,LOB_Group_7,Cost_Category_15,29690.01
2021,8,Project,LOB_Group_7,Cost_Category_16,27312.87
2021,8,Base,LOB_Group_8,Cost_Category_1,24398.37
2021,8,Base,LOB_Group_8,Cost_Category_2,6694.28
2021,8,Project,LOB_Group_8,Cost_Category_3,38937.87
2021,8,Base,LOB_Group_8,Cost_Category_4,74291.68
2021,8,Base,LOB_Group_8,Cost_Category_5,26464.97
2021,8,Base,LOB_Group_8,Cost_Category_6,97303.63
2021,8,Project,LOB_Group_8,Cost_Category_7,68784.0
2021,8,Base,LOB_Group_8,Cost_Category_8,88543.43
2021,8,Project,LOB_Group_8,Cost_Category_9,36930.56
2021,8,Project,LOB_Group_8,Cost_Category_10,18276.0
2021,8,Project,LOB_Group_8,Cost_Category_11,22641.24
2021,8,Base,LOB_Group_8,Cost_Category_12,18824.22
2021,8,Project,LOB_Group_8,Cost_Category_13,59733.24
2021,8,Base,LOB_Group_8,Cost_Category_14,44957.33
2021,8,Project,LOB_Group_8,Cost_Category_15,93262.25
2021,8,Base,LOB_Group_8,Cost_Category_16,81102.59
2021,9,Project,LOB_Group_1,Cost_Category_1,39842.24
2021,9,Base,LOB_Group_1,Cost_Category_2,26497.9
2021,9,Project,LOB_Group_1,Cost_Category_3,19031.7
2021,9,Project,LOB_Group_1,Cost_Category_4,41421.1
2021,9,Project,LOB_Group_1,Cost_Category_5,8857.22
2021,9,Project,LOB_Group_1,Cost_Category_6,84481.23
2021,9,Project,LOB_Group_1,Cost_Category_7,58334.31
2021,9,Project,LOB_Group_1,Cost_Category_8,45074.69
2021,9,Project,LOB_Group_1,Cost_Category_9,7756.38
2021,9,Project,LOB_Group_1,Cost_Category_10,51408.09
2021,9,Base,LOB_Group_1,Cost_Category_11,93181.08
2021,9,Project,LOB_Group_1,Cost_Category_12,42079.08
2021,9,Project,LOB_Group_1,Cost_Category_13,98478.94
2021,9,Base,LOB_Group_1,Cost_Category_14,64401.12
2021,9,Base,LOB_Group_1,Cost_Category_15,18972.42
2021,9,Project,LOB_Group_1,Cost_Category_16,36161.64
2021,9,Base,LOB_Group_2,Cost_Category_1,95570.27
2021,9,Project,LOB_Group_2,Cost_Category_2,59960.01
2021,9,Base,LOB_Group_2,Cost_Category_3,31887.12
2021,9,Base,LOB_Group_2,Cost_Category_4,9236.32
2021,9,Project,LOB_Group_2,Cost_Category_5,12995.07
2021,9,Project,LOB_Group_2,Cost_Category_6,93218.3
2021,9,Base,LOB_Group_2,Cost_Category_7,76545.84
2021,9,Project,LOB_Group_2,Cost_Category_8,68112.87
2021,9,Base,LOB_Group_2,Cost_Category_9,22635.03
2021,9,Base,LOB_Group_2,Cost_Category_10,25903.71
2021,9,Project,LOB_Group_2,Cost_Category_11,39835.29
2021,9,Base,LOB_Group_2,Cost_Category_12,15406.8
2021,9,Base,LOB_Group_2,Cost_Category_13,17455.09
2021,9,Project,LOB_Group_2,Cost_Category_14,39144.06
2021,9,Base,LOB_Group_2,Cost_Category_15,61505.21
2021,9,Base,LOB_Group_2,Cost_Category_16,78074.93
2021,9,Project,LOB_Group_3,Cost_Category_1,53903.5
2021,9,Project,LOB_Group_3,Cost_Category_2,8591.86
2021,9,Project,LOB_Group_3,Cost_Category_3,44076.36
2021,9,Project,LOB_Group_3,Cost_Category_4,22659.64
2021,9,Project,LOB_Group_3,Cost_Category_5,53087.78
2021,9,Base,LOB_Group_3,Cost_Category_6,36919.82
2021,9,Base,LOB_Group_3,Cost_Category_7,17170.3
2021,9,Base,LOB_Group_3,Cost_Category_8,30786.39
2021,9,Project,LOB_Group_3,Cost_Category_9,94083.92
2021,9,Base,LOB_Group_3,Cost_Category_10,77546.92
2021,9,Project,LOB_Group_3,Cost_Category_11,15999.89
2021,9,Base,LOB_Group_3,Cost_Category_12,76284.39
2021,9,Project,LOB_Group_3,Cost_Category_13,86898.45
2021,9,Base,LOB_Group_3,Cost_Category_14,94245.87
2021,9,Project,LOB_Group_3,Cost_Category_15,51610.31
2021,9,Base,LOB_Group_3,Cost_Category_16,50212.51
2021,9,Project,LOB_Group_4,Cost_Category_1,49757.87
2021,9,Project,LOB_Group_4,Cost_Category_2,77401.2
2021,9,Project,LOB_Group_4,Cost_Category_3,71231.28
2021,9,Base,LOB_Group_4,Cost_Category_4,68791.26
2021,9,Project,LOB_Group_4,Cost_Category_5,83296.06
2021,9,Project,LOB_Group_4,Cost_Category_6,31880.5
2021,9,Project,LOB_Group_4,Cost_Category_7,10508.44
2021,9,Project,LOB_Group_4,Cost_Category_8,9254.94
2021,9,Base,LOB_Group_4,Cost_Category_9,75013.88
2021,9,Base,LOB_Group_4,Cost_Category_10,29414.11
2021,9,Base,LOB_Group_4,Cost_Category_11,91547.84
2021,9,Project,LOB_Group_4,Cost_Category_12,14626.06
2021,9,Project,LOB_Group_4,Cost_Category_13,79859.48
2021,9,Base,LOB_Group_4,Cost_Category_14,12339.01
2021,9,Project,LOB_Group_4,Cost_Category_15,99397.65
2021,9,Project,LOB_Group_4,Cost_Category_16,95127.26
2021,9,Base,LOB_Group_5,Cost_Category_1,78525.3
2021,9,Base,LOB_Group_5,Cost_Category_2,36677.3
2021,9,Base,LOB_Group_5,Cost_Category_3,40900.81
2021,9,Project,LOB_Group_5,Cost_Category_4,97419.38
2021,9,Project,LOB_Group_5,Cost_Category_5,56298.7
2021,9,Base,LOB_Group_5,Cost_Category_6,59047.72
2021,9,Project,LOB_Group_5,Cost_Category_7,48329.83
2021,9,Project,LOB_Group_5,Cost_Category_8,49014.39
2021,9,Base,LOB_Group_5,Cost_Category_9,14895.7
2021,9,Base,LOB_Group_5,Cost_Category_10,13435.2
2021,9,Project,LOB_Group_5,Cost_Category_11,25842.65
2021,9,Base,LOB_Group_5,Cost_Category_12,62341.82
2021,9,Base,LOB_Group_5,Cost_Category_13,18285.99
2021,9,Project,LOB_Group_5,Cost_Category_14,85736.63
2021,9,Base,LOB_Group_5,Cost_Category_15,10149.73
2021,9,Base,LOB_Group_5,Cost_Category_16,75056.87
2021,9,Project,LOB_Group_6,Cost_Category_1,11213.26
2021,9,Base,LOB_Group_6,Cost_Category_2,35219.77
2021,9,Base,LOB_Group_6,Cost_Category_3,33492.76
2021,9,Base,LOB_Group_6,Cost_Category_4,33504.52
2021,9,Base,LOB_Group_6,Cost_Category_5,7543.73
2021,9,Base,LOB_Group_6,Cost_Category_6,3166.21
2021,9,Base,LOB_Group_6,Cost_Category_7,53543.69
2021,9,Project,LOB_Group_6,Cost_Category_8,23547.8
2021,9,Base,LOB_Group_6,Cost_Category_9,23604.7
2021,9,Project,LOB_Group_6,Cost_Category_10,18440.15
2021,9,Base,LOB_Group_6,Cost_Category_11,43246.35
2021,9,Base,LOB_Group_6,Cost_Category_12,5348.47
2021,9,Project,LOB_Group_6,Cost_Category_13,99643.04
2021,9,Project,LOB_Group_6,Cost_Category_14,99332.17
2021,9,Base,LOB_Group_6,Cost_Category_15,56510.87
2021,9,Base,LOB_Group_6,Cost_Category_16,13948.37
2021,9,Project,LOB_Group_7,Cost_Category_1,2582.82
2021,9,Base,LOB_Group_7,Cost_Category_2,29702.58
2021,9,Base,LOB_Group_7,Cost_Category_3,62708.34
2021,9,Project,LOB_Group_7,Cost_Category_4,34831.59
2021,9,Base,LOB_Group_7,Cost_Category_5,39090.59
2021,9,Project,LOB_Group_7,Cost_Category_6,36487.34
2021,9,Base,LOB_Group_7,Cost_Category_7,25144.06
2021,9,Base,LOB_Group_7,Cost_Category_8,37586.74
2021,9,Project,LOB_Group_7,Cost_Category_9,50066.68
2021,9,Project,LOB_Group_7,Cost_Category_10,44692.28
2021,9,Project,LOB_Group_7,Cost_Category_11,40334.17
2021,9,Project,LOB_Group_7,Cost_Category_12,86639.16
2021,9,Project,LOB_Group_7,Cost_Category_13,92826.01
2021,9,Base,LOB_Group_7,Cost_Category_14,62048.88
2021,9,Project,LOB_Group_7,Cost_Category_15,28144.13
2021,9,Base,LOB_Group_7,Cost_Category_16,48893.56
2021,9,Project,LOB_Group_8,Cost_Category_1,76679.09
2021,9,Base,LOB_Group_8,Cost_Category_2,84874.67
2021,9,Base,LOB_Group_8,Cost_Category_3,3500.19
2021,9,Project,LOB_Group_8,Cost_Category_4,24274.33
2021,9,Project,LOB_Group_8,Cost_Category_5,20988.72
2021,9,Project,LOB_Group_8,Cost_Category_6,94286.08
2021,9,Project,LOB_Group_8,Cost_Category_7,55950.2
2021,9,Project,LOB_Group_8,Cost_Category_8,24461.63
2021,9,Project,LOB_Group_8,Cost_Category_9,76255.13
2021,9,Base,LOB_Group_8,Cost_Category_10,68838.57
2021,9,Project,LOB_Group_8,Cost_Category_11,96937.44
2021,9,Base,LOB_Group_8,Cost_Category_12,94351.91
2021,9,Project,LOB_Group_8,Cost_Category_13,74544.0
2021,9,Project,LOB_Group_8,Cost_Category_14,77794.84
2021,9,Base,LOB_Group_8,Cost_Category_15,19872.12
2021,9,Project,LOB_Group_8,Cost_Category_16,3765.37
2021,10,Project,LOB_Group_1,Cost_Category_1,63809.36
2021,10,Base,LOB_Group_1,Cost_Category_2,52362.48
2021,10,Base,LOB_Group_1,Cost_Category_3,50802.05
2021,10,Project,LOB_Group_1,Cost_Category_4,36137.9
2021,10,Project,LOB_Group_1,Cost_Category_5,73858.28
2021,10,Base,LOB_Group_1,Cost_Category_6,31883.5
2021,10,Project,LOB_Group_1,Cost_Category_7,77575.97
2021,10,Project,LOB_Group_1,Cost_Category_8,2551.41
2021,10,Base,LOB_Group_1,Cost_Category_9,30293.35
2021,10,Project,LOB_Group_1,Cost_Category_10,41867.83
2021,10,Project,LOB_Group_1,Cost_Category_11,43191.09
2021,10,Base,LOB_Group_1,Cost_Category_12,53292.97
2021,10,Project,LOB_Group_1,Cost_Category_13,58214.55
2021,10,Project,LOB_Group_1,Cost_Category_14,11764.85
2021,10,Base,LOB_Group_1,Cost_Category_15,14641.66
2021,10,Project,LOB_Group_1,Cost_Category_16,82346.19
2021,10,Project,LOB_Group_2,Cost_Category_1,12878.3
2021,10,Base,LOB_Group_2,Cost_Category_2,67589.36
2021,10,Project,LOB_Group_2,Cost_Category_3,78970.82
2021,10,Project,LOB_Group_2,Cost_Category_4,77169.17
2021,10,Base,LOB_Group_2,Cost_Category_5,79593.28
2021,10,Base,LOB_Group_2,Cost_Category_6,14698.54
2021,10,Base,LOB_Group_2,Cost_Category_7,67431.92
2021,10,Project,LOB_Group_2,Cost_Category_8,57842.09
2021,10,Project,LOB_Group_2,Cost_Category_9,65218.47
2021,10,Project,LOB_Group_2,Cost_Category_10,72250.36
2021,10,Project,LOB_Group_2,Cost_Category_11,24074.79
2021,10,Project,LOB_Group_2,Cost_Category_12,85956.33
2021,10,Project,LOB_Group_2,Cost_Category_13,97790.46
2021,10,Project,LOB_Group_2,Cost_Category_14,76395.84
2021,10,Project,LOB_Group_2,Cost_Category_15,26179.34
2021,10,Base,LOB_Group_2,Cost_Category_16,2851.38
2021,10,Project,LOB_Group_3,Cost_Category_1,37983.92
2021,10,Project,LOB_Group_3,Cost_Category_2,39954.45
2021,10,Base,LOB_Group_3,Cost_Category_3,18493.6
2021,10,Base,LOB_Group_3,Cost_Category_4,21859.82
2021,10,Project,LOB_Group_3,Cost_Category_5,46621.57
2021,10,Base,LOB_Group_3,Cost_Category_6,81972.19
2021,10,Base,LOB_Group_3,Cost_Category_7,87061.25
2021,10,Project,LOB_Group_3,Cost_Category_8,83091.96
2021,10,Project,LOB_Group_3,Cost_Category_9,6433.35
2021,10,Base,LOB_Group_3,Cost_Category_10,14375.78
2021,10,Base,LOB_Group_3,Cost_Category_11,34752.65
2021,10,Base,LOB_Group_3,Cost_Category_12,74949.93
2021,10,Project,LOB_Group_3,Cost_Category_13,5097.8
2021,10,Project,LOB_Group_3,Cost_Category_14,59225.02
2021,10,Base,LOB_Group_3,Cost_Category_15,14706.81
2021,10,Project,LOB_Group_3,Cost_Category_16,6829.5
2021,10,Base,LOB_Group_4,Cost_Category_1,52334.3
2021,10,Project,LOB_Group_4,Cost_Category_2,85226.07
2021,10,Base,LOB_Group_4,Cost_Category_3,91044.95
2021,10,Project,LOB_Group_4,Cost_Category_4,40903.13
2021,10,Base,LOB_Group_4,Cost_Category_5,93834.77
2021,10,Project,LOB_Group_4,Cost_Category_6,41548.81
2021,10,Base,LOB_Group_4,Cost_Category_7,38514.29
2021,10,Project,LOB_Group_4,Cost_Category_8,7648.79
2021,10,Project,LOB_Group_4,Cost_Category_9,22389.93
2021,10,Project,LOB_Group_4,Cost_Category_10,4551.93
2021,10,Base,LOB_Group_4,Cost_Category_11,38915.58
2021,10,Base,LOB_Group_4,Cost_Category_12,83136.23
2021,10,Base,LOB_Group_4,Cost_Category_13,23963.51
2021,10,Project,LOB_Group_4,Cost_Category_14,79919.01
2021,10,Project,LOB_Group_4,Cost_Category_15,58800.7
2021,10,Project,LOB_Group_4,Cost_Category_16,37011.88
2021,10,Base,LOB_Group_5,Cost_Category_1,57881.02
2021,10,Project,LOB_Group_5,Cost_Category_2,11308.38
2021,10,Base,LOB_Group_5,Cost_Category_3,61188.58
2021,10,Base,LOB_Group_5,Cost_Category_4,43219.28
2021,10,Project,LOB_Group_5,Cost_Category_5,4198.72
2021,10,Project,LOB_Group_5,Cost_Category_6,43383.6
2021,10,Project,LOB_Group_5,Cost_Category_7,1028.51
2021,10,Project,LOB_Group_5,Cost_Category_8,19815.0
2021,10,Base,LOB_Group_5,Cost_Category_9,55235.26
2021,10,Project,LOB_Group_5,Cost_Category_10,44883.72
2021,10,Project,LOB_Group_5,Cost_Category_11,87324.31
2021,10,Project,LOB_Group_5,Cost_Category_12,68564.64
2021,10,Project,LOB_Group_5,Cost_Category_13,62590.16
2021,10,Base,LOB_Group_5,Cost_Category_14,22436.2
2021,10,Base,LOB_Group_5,Cost_Category_15,2814.13
2021,10,Project,LOB_Group_5,Cost_Category_16,14437.31
2021,10,Base,LOB_Group_6,Cost_Category_1,40286.64
2021,10,Project,LOB_Group_6,Cost_Category_2,82159.77
2021,10,Base,LOB_Group_6,Cost_Category_3,63684.33
2021,10,Base,LOB_Group_6,Cost_Category_4,50822.41
2021,10,Project,LOB_Group_6,Cost_Category_5,69323.96
2021,10,Base,LOB_Group_6,Cost_Category_6,14189.76
2021,10,Project,LOB_Group_6,Cost_Category_7,88658.18
2021,10,Project,LOB_Group_6,Cost_Category_8,18626.64
2021,10,Project,LOB_Group_6,Cost_Category_9,46431.9
2021,10,Project,LOB_Group_6,Cost_Category_10,52005.06
2021,10,Base,LOB_Group_6,Cost_Category_11,96997.37
2021,10,Project,LOB_Group_6,Cost_Category_12,16579.7
2021,10,Base,LOB_Group_6,Cost_Category_13,95141.61
2021,10,Base,LOB_Group_6,Cost_Category_14,44793.6
2021,10,Project,LOB_Group_6,Cost_Category_15,34315.31
2021,10,Project,LOB_Group_6,Cost_Category_16,29833.75
2021,10,Base,LOB_Group_7,Cost_Category_1,5843.17
2021,10,Project,LOB_Group_7,Cost_Category_2,5608.38
2021,10,Base,LOB_Group_7,Cost_Category_3,57414.65
2021,10,Project,LOB_Group_7,Cost_Category_4,56420.19
2021,10,Base,LOB_Group_7,Cost_Category_5,43419.88
2021,10,Base,LOB_Group_7,Cost_Category_6,77121.05
2021,10,Base,LOB_Group_7,Cost_Category_7,19871.37
2021,10,Base,LOB_Group_7,Cost_Category_8,36184.34
2021,10,Project,LOB_Group_7,Cost_Category_9,89482.33
2021,10,Base,LOB_Group_7,Cost_Category_10,52303.84
2021,10,Base,LOB_Group_7,Cost_Category_11,16286.31
2021,10,Project,LOB_Group_7,Cost_Category_12,89850.28
2021,10,Project,LOB_Group_7,Cost_Category_13,2365.88
2021,10,Base,LOB_Group_7,Cost_Category_14,50082.65
2021,10,Base,LOB_Group_7,Cost_Category_15,88233.28
2021,10,Base,LOB_Group_7,Cost_Category_16,33139.66
2021,10,Project,LOB_Group_8,Cost_Category_1,92324.62
2021,10,Base,LOB_Group_8,Cost_Category_2,16667.73
2021,10,Project,LOB_Group_8,Cost_Category_3,48299.46
2021,10,Base,LOB_Group_8,Cost_Category_4,99054.39
2021,10,Project,LOB_Group_8,Cost_Category_5,41502.05
2021,10,Project,LOB_Group_8,Cost_Category_6,61364.26
2021,10,Project,LOB_Group_8,Cost_Category_7,95192.76
2021,10,Base,LOB_Group_8,Cost_Category_8,66058.13
2021,10,Project,LOB_Group_8,Cost_Category_9,89414.08
2021,10,Project,LOB_Group_8,Cost_Category_10,35261.76
2021,10,Project,LOB_Group_8,Cost_Category_11,45044.41
2021,10,Base,LOB_Group_8,Cost_Category_12,76478.84
2021,10,Base,LOB_Group_8,Cost_Category_13,51281.98
2021,10,Project,LOB_Group_8,Cost_Category_14,26592.65
2021,10,Base,LOB_Group_8,Cost_Category_15,70757.4
2021,10,Project,LOB_Group_8,Cost_Category_16,58084.39
2021,11,Project,LOB_Group_1,Cost_Category_1,54707.58
2021,11,Project,LOB_Group_1,Cost_Category_2,86461.38
2021,11,Base,LOB_Group_1,Cost_Category_3,83429.51
2021,11,Base,LOB_Group_1,Cost_Category_4,65465.28
2021,11,Base,LOB_Group_1,Cost_Category_5,1055.04
2021,11,Base,LOB_Group_1,Cost_Category_6,28468.45
2021,11,Base,LOB_Group_1,Cost_Category_7,60990.61
2021,11,Project,LOB_Group_1,Cost_Category_8,72259.33
2021,11,Base,LOB_Group_1,Cost_Category_9,53168.15
2021,11,Project,LOB_Group_1,Cost_Category_10,94501.96
2021,11,Project,LOB_Group_1,Cost_Category_11,32928.81
2021,11,Project,LOB_Group_1,Cost_Category_12,14394.38
2021,11,Project,LOB_Group_1,Cost_Category_13,95434.45
2021,11,Base,LOB_Group_1,Cost_Category_14,54646.92
2021,11,Project,LOB_Group_1,Cost_Category_15,80261.14
2021,11,Project,LOB_Group_1,Cost_Category_16,56813.58
2021,11,Project,LOB_Group_2,Cost_Category_1,78618.95
2021,11,Project,LOB_Group_2,Cost_Category_2,98766.83
2021,11,Project,LOB_Group_2,Cost_Category_3,61102.86
2021,11,Project,LOB_Group_2,Cost_Category_4,59192.53
2021,11,Base,LOB_Group_2,Cost_Category_5,33456.5
2021,11,Project,LOB_Group_2,Cost_Category_6,59317.05
2021,11,Base,LOB_Group_2,Cost_Category_7,63960.66
2021,11,Project,LOB_Group_2,Cost_Category_8,42831.95
2021,11,Base,LOB_Group_2,Cost_Category_9,41636.88
2021,11,Base,LOB_Group_2,Cost_Category_10,80439.63
2021,11,Base,LOB_Group_2,Cost_Category_11,42314.92
2021,11,Project,LOB_Group_2,Cost_Category_12,99911.5
2021,11,Project,LOB_Group_2,Cost_Category_13,53727.88
2021,11,Base,LOB_Group_2,Cost_Category_14,42188.98
2021,11,Project,LOB_Group_2,Cost_Category_15,35097.48
2021,11,Project,LOB_Group_2,Cost_Category_16,81236.32
2021,11,Base,LOB_Group_3,Cost_Category_1,37381.37
2021,11,Project,LOB_Group_3,Cost_Category_2,26283.51
2021,11,Project,LOB_Group_3,Cost_Category_3,43885.19
2021,11,Project,LOB_Group_3,Cost_Category_4,73521.35
2021,11,Base,LOB_Group_3,Cost_Category_5,75243.47
2021,11,Project,LOB_Group_3,Cost_Category_6,41541.83
2021,11,Project,LOB_Group_3,Cost_Category_7,68009.31
2021,11,Project,LOB_Group_3,Cost_Category_8,66928.04
2021,11,Project,LOB_Group_3,Cost_Category_9,20550.74
2021,11,Project,LOB_Group_3,Cost_Category_10,53812.76
2021,11,Project,LOB_Group_3,Cost_Category_11,94789.55
2021,11,Base,LOB_Group_3,Cost_Category_12,10879.83
2021,11,Project,LOB_Group_3,Cost_Category_13,20545.17
2021,11,Base,LOB_Group_3,Cost_Category_14,10993.31
2021,11,Base,LOB_Group_3,Cost_Category_15,93554.13
2021,11,Project,LOB_Group_3,Cost_Category_16,62021.65
2021,11,Base,LOB_Group_4,Cost_Category_1,58617.87
2021,11,Project,LOB_Group_4,Cost_Category_2,55269.32
2021,11,Base,LOB_Group_4,Cost_Category_3,64468.29
2021,11,Base,LOB_Group_4,Cost_Category_4,2648.42
2021,11,Base,LOB_Group_4,Cost_Category_5,78883.87
2021,11,Project,LOB_Group_4,Cost_Category_6,16411.35
2021,11,Base,LOB_Group_4,Cost_Category_7,15040.12
2021,11,Base,LOB_Group_4,Cost_Category_8,80811.04
2021,11,Project,LOB_Group_4,Cost_Category_9,32625.83
2021,11,Base,LOB_Group_4,Cost_Category_10,67301.05
2021,11,Project,LOB_Group_4,Cost_Category_11,76977.77
2021,11,Project,LOB_Group_4,Cost_Category_12,24091.45
2021,11,Project,LOB_Group_4,Cost_Category_13,26796.31
2021,11,Project,LOB_Group_4,Cost_Category_14,38789.89
2021,11,Base,LOB_Group_4,Cost_Category_15,55288.7
2021,11,Base,LOB_Group_4,Cost_Category_16,42874.6
2021,11,Project,LOB_Group_5,Cost_Category_1,43265.48
2021,11,Project,LOB_Group_5,Cost_Category_2,22976.46
2021,11,Project,LOB_Group_5,Cost_Category_3,72028.39
2021,11,Base,LOB_Group_5,Cost_Category_4,49209.78
2021,11,Project,LOB_Group_5,Cost_Category_5,11951.71
2021,11,Project,LOB_Group_5,Cost_Category_6,42970.16
2021,11,Base,LOB_Group_5,Cost_Category_7,86831.47
2021,11,Base,LOB_Group_5,Cost_Category_8,88557.14
2021,11,Project,LOB_Group_5,Cost_Category_9,54554.27
2021,11,Project,LOB_Group_5,Cost_Category_10,99555.97
2021,11,Project,LOB_Group_5,Cost_Category_11,29221.81
2021,11,Project,LOB_Group_5,Cost_Category_12,34208.67
2021,11,Base,LOB_Group_5,Cost_Category_13,77792.51
2021,11,Project,LOB_Group_5,Cost_Category_14,92405.11
2021,11,Base,LOB_Group_5,Cost_Category_15,81374.07
2021,11,Project,LOB_Group_5,Cost_Category_16,23239.99
2021,11,Base,LOB_Group_6,Cost_Category_1,2348.98
2021,11,Project,LOB_Group_6,Cost_Category_2,4534.73
2021,11,Base,LOB_Group_6,Cost_Category_3,33715.08
2021,11,Project,LOB_Group_6,Cost_Category_4,18453.47
2021,11,Base,LOB_Group_6,Cost_Category_5,74162.61
2021,11,Project,LOB_Group_6,Cost_Category_6,36328.18
2021,11,Base,LOB_Group_6,Cost_Category_7,40269.16
2021,11,Project,LOB_Group_6,Cost_Category_8,57571.03
2021,11,Base,LOB_Group_6,Cost_Category_9,2057.65
2021,11,Project,LOB_Group_6,Cost_Category_10,36178.06
2021,11,Project,LOB_Group_6,Cost_Category_11,80340.06
2021,11,Project,LOB_Group_6,Cost_Category_12,12903.28
2021,11,Base,LOB_Group_6,Cost_Category_13,93083.69
2021,11,Base,LOB_Group_6,Cost_Category_14,40780.33
2021,11,Base,LOB_Group_6,Cost_Category_15,38139.67
2021,11,Base,LOB_Group_6,Cost_Category_16,54842.14
2021,11,Base,LOB_Group_7,Cost_Category_1,55940.73
2021,11,Base,LOB_Group_7,Cost_Category_2,86571.53
2021,11,Base,LOB_Group_7,Cost_Category_3,39631.66
2021,11,Project,LOB_Group_7,Cost_Category_4,89369.52
2021,11,Project,LOB_Group_7,Cost_Category_5,84085.5
2021,11,Base,LOB_Group_7,Cost_Category_6,49332.64
2021,11,Project,LOB_Group_7,Cost_Category_7,41095.06
2021,11,Base,LOB_Group_7,Cost_Category_8,47767.75
2021,11,Project,LOB_Group_7,Cost_Category_9,81245.35
2021,11,Project,LOB_Group_7,Cost_Category_10,58460.45
2021,11,Base,LOB_Group_7,Cost_Category_11,3631.63
2021,11,Base,LOB_Group_7,Cost_Category_12,58879.16
2021,11,Project,LOB_Group_7,Cost_Category_13,27692.51
2021,11,Base,LOB_Group_7,Cost_Category_14,84585.17
2021,11,Project,LOB_Group_7,Cost_Category_15,28257.47
2021,11,Base,LOB_Group_7,Cost_Category_16,23739.31
2021,11,Base,LOB_Group_8,Cost_Category_1,28942.14
2021,11,Base,LOB_Group_8,Cost_Category_2,66879.48
2021,11,Project,LOB_Group_8,Cost_Category_3,47037.85
2021,11,Project,LOB_Group_8,Cost_Category_4,63155.94
2021,11,Base,LOB_Group_8,Cost_Category_5,90076.21
2021,11,Project,LOB_Group_8,Cost_Category_6,35326.39
2021,11,Base,LOB_Group_8,Cost_Category_7,36599.53
2021,11,Base,LOB_Group_8,Cost_Category_8,87448.54
2021,11,Project,LOB_Group_8,Cost_Category_9,8350.83
2021,11,Project,LOB_Group_8,Cost_Category_10,91170.48
